姓名,城市,科室,职称,主执业医院,出诊医院,专业特长,挂号费,出诊时间,信息来源网址
刘敏,北京市,小儿肥胖门诊,主任医师,,北京新世纪儿童医院,1994年毕业于首都医科大学获学士学位，同年至首都医科大学附属北京儿童医院内科工作。2002年获首都医科大学临床硕士学位。 从事小儿内分泌遗传代谢专业临床工作20余年，积累了丰富的临床、教学经验。擅长诊治儿科内分泌遗传代谢常见疾病如身材矮小症、性早熟、糖尿病、佝偻病、肥胖、甲状腺及肾上腺疾病等。参与“儿童糖尿病流行趋势和并发症患病调查及血糖管理系列研究”，获2017年北京医学科技奖三等奖。以第一作者在医学核心期刊发表论文十余篇，SCI两篇。参与编写多部著作：《实用儿科学》、《八年制儿科学》、《医学遗传学》、《儿童罕见病》、《儿科内分泌诊疗常规》等。先后参与住院医师规范化培训、进修医师、研究生、,¥1200,周五 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1642162331680574
邹凌云,北京市,小儿多汗及腋嗅门诊,主任医师,,北京新世纪儿童医院,毕业于华中科技大学附属同济医学院，获硕士学位。 从事皮肤科临床工作二十余年，曾于北京航天中心医院工作多年，现任北京新世纪儿童医院皮肤科主任。 对皮肤科常见病及疑难病的诊治有丰富的临床经验。擅长过敏性疾病（如急慢性湿疹、荨麻疹、药疹）、病毒性疾病（如风疹、麻疹、水痘、带状疱疹）、色素痣、血管瘤、痤疮及腋臭的诊断及治疗，对于痤疮的综合治疗（果酸、光电、光动力）及疤痕激光治疗等方面也有较深入的研究。,¥700,周一、周二、周三、周四、周五、周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1479790390828350
吴昊,北京市,小儿骨科,资深医师,,北京新世纪儿童医院,毕业于河北医科大学临床学院，获临床医学学士学位。 从事小儿外科临床工作多年。 擅长小儿外科和小儿骨科常见疾病及创伤的诊断和治疗。,¥700,周二 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1595918933719104
陈珂,北京市,语言评估门诊,资深医师,,北京新世纪儿童医院,安徽医科大学妇幼专业毕业，获学士学位。 曾就职于三甲医院儿童保健科。从事儿童保健工作近二十年。 任中国优生优育协会会员。 儿童生长发育、婴幼儿喂养及营养、婴幼儿早期教养、正常儿童心理发展、高危儿及发育迟缓儿童的评估及干预、儿童常见心理及行为问题的分析及指导、儿童智力评估及心理测量、儿童免疫规划。,¥700,周二、周三、周四、周五、周六 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1479790502070592
吴倩,北京市,眼科,主任医师,,北京新世纪儿童医院,于首都医科大学附属北京儿童医院眼科工作二十余年。小儿眼病、斜视弱视、上睑下垂、小睑裂综合征、小儿白内障、小儿青光眼、小儿泪道疾患、小儿眼眶肿瘤的手术治疗。,¥900,周二 (上午 08:00-12:00，下午 13:00-17:00，夜间 17:00-18:00),https://m.doctorpanda.com/doctor/1594953044445177
林意珊,北京市,小儿中医科,副主任医师·双语,,北京新世纪儿童医院,毕业于北京中医药大学，获硕士学位。师从东直门中医医院、北京中医医院、协和医院多位专家。先后工作于敬益堂中医诊所、北京同仁堂王府井中医医院。擅长中西医结合治疗阴道炎、反复阴唇粘连、月经不调、痛经、乳腺增生、子宫肌瘤等妇科疾病；消化不良、便秘、幽门螺旋杆菌感染、磨牙、厌食、肥胖等脾胃病及过敏性鼻炎、慢性咳嗽、抽动症、痤疮、发育迟缓等。,¥700,周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1649205919385671
孙嫱,北京市,小儿肾脏内科,主任医师 · 双语,,北京新世纪儿童医院,擅长小儿肾脏内科疾病，如：急性肾小球肾炎、肾病综合征、血尿、蛋白尿、IgA肾病、泌尿系感染 、溶血尿毒综合征、急性肾功能衰竭、慢性肾衰竭、狼疮性肾炎、紫癜性肾炎、血管炎肾损害、高血压、肾囊肿等。成功诊治小儿肾脏内科患儿数千名。 毕业于首都医科大学，获博士学位，并获得悉尼大学westmead儿童医院研究生认证。从事小儿肾脏疾病诊治工作近二十年， 具有全面系统的儿科理论知识和丰富的临床经验。曾于美国洛杉矶儿童医院进修学习，并赴美国纽约、新加坡、巴西伊瓜苏等地学习交流。 担任中国医师协会儿科分会儿童血液净化学组委员；中国医师协会儿科分会肾脏组青年委员，秘书；《临床与病理杂志》青年编委。,¥900,周四 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1657274532015608
李小松,北京市,小儿疝气门诊,主任医师 · 双语,,北京新世纪儿童医院,先后就读于首都医科大学和香港大学医学院，获博士学位。副教授，硕士研究生导师。 现任北京新世纪儿童医院小儿外科主任及新世纪医疗集团小儿外科中心主任；曾于北京儿童医院外科普外专业工作二十余年。 现任北京医学会小儿外科分会委员，中国医师协会小儿外科医师分会委员。 迄今共发表学术论文10余篇，参与编写张金哲小儿外科学，为临床路径释义-小儿外科分册编委，曾承担北京市自然科学基金，北京市优秀人才培养资助项目等科研项目，并曾培养多名硕士研究生。 主任医师，副教授，硕士研究生导师。《张金哲小儿外科学——小儿外科分册》编委。 擅长小儿普通外科常见病、多发病、疑难病的诊治。在小儿消化道畸形、小儿急腹症、小儿肝胆、,¥900,周一、周二、周三、周五 (上午 08:00-12:00，下午 13:00-17:00，夜间 17:00-23:50),https://m.doctorpanda.com/doctor/1486432576617913
李小松,北京市,小儿包茎门诊,主任医师 · 双语,,北京新世纪儿童医院,先后就读于首都医科大学和香港大学医学院，获博士学位。副教授，硕士研究生导师。 现任北京新世纪儿童医院小儿外科主任及新世纪医疗集团小儿外科中心主任；曾于北京儿童医院外科普外专业工作二十余年。 现任北京医学会小儿外科分会委员，中国医师协会小儿外科医师分会委员。 迄今共发表学术论文10余篇，参与编写张金哲小儿外科学，为临床路径释义-小儿外科分册编委，曾承担北京市自然科学基金，北京市优秀人才培养资助项目等科研项目，并曾培养多名硕士研究生。 主任医师，副教授，硕士研究生导师。《张金哲小儿外科学——小儿外科分册》编委。 擅长小儿普通外科常见病、多发病、疑难病的诊治。在小儿消化道畸形、小儿急腹症、小儿肝胆、,¥900,周一、周二、周三、周五 (上午 08:00-12:00，下午 13:00-17:00，夜间 17:00-23:50),https://m.doctorpanda.com/doctor/1486432576617913
李小松,北京市,小儿普通外科,主任医师 · 双语,,北京新世纪儿童医院,先后就读于首都医科大学和香港大学医学院，获博士学位。副教授，硕士研究生导师。 现任北京新世纪儿童医院小儿外科主任及新世纪医疗集团小儿外科中心主任；曾于北京儿童医院外科普外专业工作二十余年。 现任北京医学会小儿外科分会委员，中国医师协会小儿外科医师分会委员。 迄今共发表学术论文10余篇，参与编写张金哲小儿外科学，为临床路径释义-小儿外科分册编委，曾承担北京市自然科学基金，北京市优秀人才培养资助项目等科研项目，并曾培养多名硕士研究生。 主任医师，副教授，硕士研究生导师。《张金哲小儿外科学——小儿外科分册》编委。 擅长小儿普通外科常见病、多发病、疑难病的诊治。在小儿消化道畸形、小儿急腹症、小儿肝胆、,¥900,周一、周二、周三、周五 (上午 08:00-12:00，下午 13:00-17:00，夜间 17:00-23:50),https://m.doctorpanda.com/doctor/1486432576617913
肖静,北京市,小儿多动及抽动门诊,主任医师,,北京新世纪儿童医院,首都医科大学儿科系毕业，获硕士学位。 曾于首都医科大学附属北京儿童医院工作二十余年。从事儿童神经内科临床工作三十余年。 擅长治疗小儿神经内科各种疾病，特别是小儿癫痫、小儿脑电图、抽动症方面有着丰富经验。,¥1200,周三、周五、周六 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1482827683813335
王燕妮,北京市,小儿瘢痕防治门诊,主任医师,,北京新世纪儿童医院,2007年本硕连读毕业于中南大学湘雅医学院临床医学专业。毕业后至今就职于首都医科大学附属北京儿童医院。 擅长烧伤方面：儿童重症烧烫伤、外伤、电击伤救治，营养支持，皮肤软组织蜂窝织炎，坏死性筋膜炎；整形方面：先天性并指、多指、巨指、拇指发育不良等手足畸形，血管瘤、血管畸形、淋巴管瘤、淋巴水肿等脉管畸形，各类体表良恶性肿物切除修复，先天性面部畸形如面裂、唇裂、鼻裂、眼睑下垂、小耳畸形、小下颌畸形，颅缝早闭等。各类创面修复、瘢痕整形及功能康复训练。,¥900,周四 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1560323119941582
王旭,北京市,小儿多动及抽动门诊,主任医师,,北京新世纪儿童医院,长期从事儿内科、神经内科临床和教学工作，对神经系统疾病如癫痫、神经系统感染和免疫性疾病、神经肌肉病、遗传代谢性病、脑性瘫痪、精神运动发育迟滞等疾病的诊断和治疗方面积累了丰富经验，尤其在癫痫以及癫痫综合症的诊断治疗、发病机制、癫痫患儿认知发育及共患病方面，进行了较深入的研究和科研工作。,¥1200,周一、周日 (上午 08:00-12:00，下午 12:00-17:00),https://m.doctorpanda.com/doctor/1646113522176624
方方,北京市,小儿多动及抽动门诊,主任医师,,北京新世纪儿童医院,擅长癫痫、药物难治性癫痫、神经免疫性疾病、遗传代谢性疾病和线粒体病等的鉴别诊断和治疗。 毕业于首都医科大学儿科系，获博士学位。现任国家儿童医学中心、首都医科大学附属北京儿童医院神经内科科主任。主要从事小儿神经系统疾病的临床，科研和教学工作。科分会小儿神经学组副组长、北京医师协会儿童神经专业副主任委员、北京抗癫痫协会常务理事、中国医师学会医学遗传医师分会委员、中国医师学会神经内科医师分会儿童神经疾病专业会委员等,¥1200,周二 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1594967498530585
王晓纯,北京市,肥胖儿童饮食指导门诊,营养师 · 双语,,北京新世纪儿童医院,"美国明尼苏达大学营养学硕士；获得美国注册营养医师执照。现任中国妇幼保健协会围产营养与代谢专业委员会委员。出版《宝宝常见病预防调理食谱》,参与编著《儿童健康百科》。 曾工作于美国Unity医院。现工作于北京新世纪儿童医院、北京新世纪妇儿医院和怡德医院。擅长儿童营养不良、食物过敏、身高促进、体重管理、血糖管理等。",¥700,周一、周二、周三、周四、周五、周日 (上午 08:00-12:00，下午 13:00-17:00),https://m.doctorpanda.com/doctor/1483441303529050
李林霞,北京市,心理咨询,心理咨询师,,北京新世纪儿童医院,收费标准【心理咨询、多动儿童心理疏导、青春期儿童心理咨询、学习困难心理咨询：按照1200元/40分钟计费，费用按照具体情况于咨询结束后支付；保险客户预约请咨询人工客服400-662-5588 】 擅长四到十八岁儿童和青少年。具体问题包括：学校霸凌，学习障碍，交友障碍，亲子关系障碍，低自尊，低自信，焦虑，抑郁，网瘾、手机控，厌学等。擅长帮助由于抽动症，多动症，选择性缄默症等孩子的心理疏导工作。同时还擅长离婚家庭子女，以及失亲家庭子女的心理疏导工作。 曾于加拿大安省家庭儿童中心任心理咨询师、游戏治疗师，提供家庭关系咨询服务。,¥1200,上午 08:00-13:00，下午 13:00-20:00,https://m.doctorpanda.com/doctor/1568706927607349
郜菲,北京市,小儿中医科,副主任医师·双语,,北京新世纪儿童医院,毕业于河北医科大学，获硕士学位。师从国家级名老中医徐荣谦教授，臣字门学派第七代嫡传弟子。 从事中医科工作近二十年。 任《儿童体质学》编委、中国中医药研究促进会中医儿科合作共同体委员、中国中医药研究促进会儿科分会委员、全国中医药高等教育学会儿科推拿分会委员。 擅长运用中药、推拿、膏方、穴位贴敷、针刺、艾灸、拔罐、走罐、刮痧、挤痧、耳豆等中医疗法治疗呼吸系统疾病如发热、鼻炎、扁桃体炎、咽炎、腺样体肥大、支气管炎、肺炎、哮喘、反复呼吸道感染等；消化系统疾病如消化不良、厌食、便秘、呕吐、胃肠功能紊乱、急慢性胃肠炎、脾虚型生长发育迟缓、功能性腹痛腹泻等；过敏性疾病如过敏性鼻炎、咳嗽变异性哮喘、湿疹、荨麻,¥700,上午 08:00-12:00，下午 13:00-17:00,https://m.doctorpanda.com/doctor/1659086815882995
